"","class","a","k","y0"
"1","Alkali metal salts","0.612398342519917","0.737980911188076","96.0692052050032"
"2","Alkyl halides","0.0398576159256804","1.22462685980951","88.3432658056106"
"3","Diazines","-1217.88693682449","-0.450262985260389","262.064587112276"
"4","Glycerophospholipids","20.1710305095003","0.417078906048121","-41.8738684671765"
"5","Organic sulfonic acids and derivatives","0.00122341362681154","1.71637978437879","121.102527476946"
"6","Organooxygen compounds","0.335505133917156","0.940270913889291","90.956532690834"
"7","Polypeptides","0.197479643189166","0.990545655436113","76.7815216001018"
"8","Prenol lipids","0.41875422371788","0.918592423506907","93.9105216989147"
"9","Proteins","-342650.50122397","-1.2753043343361","285.93958041317"
