"","class","a","k","y0"
"1","Organic sulfonic acids and derivatives","0.00122341362681154","1.71637978437879","121.102527476946"
"2","Glycerophospholipids","20.1710139759624","0.417079000010903","-41.8738057346817"
"3","Organooxygen compounds","0.335505249742017","0.940270866752475","90.9565276514892"
"4","Prenol lipids","0.418754091782442","0.918592467440237","93.9105264621632"
"5","Diazines","-1217.88689419855","-0.450262974021426","262.064589794288"
"6","Alkyl halides","0.0398574391239","1.22462750798447","88.3432968125077"
"7","Alkali metal salts","0.61239838454771","0.737980903048938","96.069204036585"
"8","Proteins","-342649.318390704","-1.27530376504691","285.939602377498"
