"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"1123","Cytochrome C",3301.0017,304.88,0.81,1490.51068695652,255.235075805251,249.944133893638,260.526017716864,203.199723176393,307.27042843411
"1124","Cytochrome C",1859.314,302.12,1.06,1510.8532826087,255.783836362926,250.451793363262,261.11587936259,203.744288522386,307.823384203466
"1125","Cytochrome C",1417.9374,288.28,0.76,1531.19587826087,256.316671452445,250.944070747077,261.689272157813,204.272952376682,308.360390528208
"1126","Cytochrome C",1421.4899,278.75,0.13,1551.53847391304,256.83424573463,251.421650085235,262.246841384025,204.786382679924,308.882108789336
"1127","Cytochrome C",2628.2141,278.62,0.78,1571.88106956522,257.337187897615,251.885175075966,262.789200719264,205.28521098314,309.38916481209
"1128","Cytochrome C",1266.6528,268.52,0.89,1592.22366521739,257.826093037944,252.335252044953,263.316934030935,205.770034872655,309.882151203232
"1129","Cytochrome C",1619.0327,264.26,1.38,1612.56626086957,258.301524856046,252.772452654132,263.83059705796,206.241420204676,310.361629507416
"1130","Cytochrome C",1269.85,262.92,0.73,1632.90885652174,258.764017682685,253.19731637607,264.330718989301,206.69990316669,310.828132198681
"1131","Cytochrome C",1139.968,256.67,0.71,1653.25145217391,259.214078351316,253.610352757225,264.817803945408,207.145992181077,311.282164521556
"1132","Cytochrome C",1425.0423,255.43,1.69,1673.59404782609,259.652187929791,254.012043490817,265.292332368766,207.580169664795,311.724206194788
"1133","Cytochrome C",1142.8745,249.66,0.24,1693.93664347826,260.078803323547,254.402844317778,265.754762329315,208.00289365763,312.154712989464
"1134","Cytochrome C",2179.689,246.15,0.42,1714.27923913043,260.494358761214,254.78318677227,266.205530750158,208.414599330271,312.574118192157
"1135","Cytochrome C",1428.5948,243.05,0.95,1734.62183478261,260.899267172555,255.153479786464,266.645054558647,208.815700382408,312.982833962703
"1136","Cytochrome C",1273.0473,242.4,0.91,1754.96443043478,261.29392146769,255.514111167762,267.073731767618,209.206590340047,313.381252595333
"1137","Cytochrome C",949.987,240.52,0.76,1775.30702608696,261.678695725721,255.865448960203,267.491942491238,209.587643760394,313.769747691048
"1138","Cytochrome C",1037.0616,238.58,0.62,1795.64962173913,262.053946300138,256.207842700617,267.900049899659,209.959217351866,314.14867524841
"1139","Cytochrome C",1145.7811,232.15,1.14,1815.9922173913,262.420012847693,256.541624578986,268.298401116399,210.321651016103,314.518374679282
"1140","Cytochrome C",952.4464,229.41,0.63,1836.33481304348,262.777219286824,256.867110511517,268.68732806213,210.675268818213,314.879169755434
"1141","Cytochrome C",2634.6085,229.2,0.94,1856.67740869565,263.125874691182,257.18460113406,269.067148248303,211.020379890939,315.231369491424
"1142","Cytochrome C",2185.0177,226.69,0.92,1877.02000434783,263.466274123298,257.494382722778,269.438165523818,211.357279277905,315.575268968691
"1143","Cytochrome C",875.3516,226.03,0.84,1897.3626,263.798699413011,257.796728048262,269.80067077776,211.686248720678,315.911150105344
"1144","Cytochrome C",1039.726,224.21,0.6,1917.70519565217,264.123419884852,258.09189716871,270.154942600995,212.007557393928,316.239282375776
"1145","Cytochrome C",1623.0292,224.17,1.58,1938.04779130435,264.440693038241,258.380138167236,270.501247909247,212.321462592636,316.559923483846
"1146","Cytochrome C",877.6353,221.99,0.76,1958.39038695652,264.750765184008,258.661687837897,270.83984253012,212.628210374938,316.873319993078
"1147","Cytochrome C",1148.6876,220.89,1.01,1978.7329826087,265.053872040468,258.936772324604,271.170971756333,212.928036163895,317.179707917041
"1148","Cytochrome C",1863.8814,219.49,1.31,1999.07557826087,265.350239292004,259.20560771669,271.494870867318,213.221165311221,317.479313272787
"1149","Cytochrome C",812.7991,216.03,0.35,2019.41817391304,265.640083112866,259.468400604562,271.81176562117,213.507813625715,317.772352600017
"1150","Cytochrome C",758.0656,213,0.61,2039.76076956522,265.923610658681,259.725348598559,272.121872718803,213.788187868954,318.059033448407
"1151","Cytochrome C",773.3916,212.71,0.06,2060.10336521739,266.201020527964,259.976640813871,272.425400242057,214.062486220575,318.339554835353
"1152","Cytochrome C",954.9058,212.2,0.85,2080.44596086957,266.472503195732,260.222458324083,272.722548067381,214.330898715286,318.614107676177
"1153","Cytochrome C",1042.3903,211.71,0.84,2100.78855652174,266.738241421163,260.462974585736,273.013508256589,214.593607653598,318.882875188727
"1154","Cytochrome C",709.7714,208.78,0.52,2121.13115217391,266.998410631088,260.698355836058,273.298465426119,214.850787988076,319.1460332741
"1155","Cytochrome C",727.9594,208.13,0.01,2141.47374782609,267.253179280968,260.928761465831,273.577597096106,215.102607686805,319.403750875132
"1156","Cytochrome C",879.9191,205.84,0.7,2161.81634347826,267.502709194866,261.154344369228,273.851074020504,215.349228075606,319.656190314126
"1157","Cytochrome C",668.6194,203.7,0.61,2182.15893913043,267.74715588583,261.375251272255,274.119060499406,215.590804160445,319.903507611215
"1158","Cytochrome C",687.5725,203.07,0.04,2202.50153478261,267.98666885799,261.591623041341,274.381714674638,215.827484931335,320.145852784645
