"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"3300","SUBERATE",173.0818,135.7,0.07,897.693928828829,256.278956217341,252.907936704211,259.649975730471,228.988389735641,283.569522699041
"3473","Thromboxane B2",393.2253,201.07,0,901.338545945946,256.557271129114,253.177932412657,259.936609845572,229.265675783757,283.848866474472
"3474","Thromboxane B2",369.2277,193.47,0.05,904.983163063063,256.834409697559,253.446778700605,260.222040694513,229.541786333256,284.127033061862
"3475","Thromboxane B3",391.2096,196.35,0.24,908.62778018018,257.110381602213,253.714485122095,260.50627808233,229.816731072504,284.404032131921
"3476","Thromboxane B3",367.2121,190.18,0.08,912.272397297297,257.385196404539,253.981061113029,260.78933169605,230.090519571554,284.679873237524
"3500","Thymine",127.0508,125.51,0.33,915.917014414414,257.658863549834,254.246515993112,261.071211106557,230.363161284055,284.954565815614
"3501","THYMINE",127.0502,122.1,0,919.561631531531,257.931392369092,254.510858967752,261.351925770431,230.634665549125,285.228119189058
"3502","Thymine",125.0351,121.81,0.17,923.206248648649,258.202792080834,254.774099129925,261.631485031743,230.905041593187,285.50054256848
"3503","THYMINE",125.0365,119,0.3,926.850865765766,258.473071792904,255.03624546199,261.909898123817,231.174298531765,285.771845054042
"3550","TRICOSANOATE",377.3368,204.8,0.39,930.495482882883,258.742240504225,255.297306837486,262.187174170965,231.44244537125,286.042035637201
"3551","TRICOSANOATE",353.3407,196.88,0.05,934.1401,259.010307106525,255.557292022874,262.463322190176,231.709491010626,286.311123202425
