"","Compound","m/z","CCS/z","rsd","X curve","Y curve","CI lo","CI hi","PI lo","PI hi"
"3673","Uridine 5'-Monophosphate",325.0437,168.96,0.16,512.569826829268,196.995993269987,195.737982264136,198.254004275838,184.274903271044,209.71708326893
"3674","Uridine 5'-Monophosphate",323.028,163.06,0.06,515.350299186992,197.598003367358,196.323892690462,198.872114044254,184.875311156692,210.320695578025
"3675","URIDINE DIPHOSPHATE GLUCOSE",605.007,216.5,0.1,518.130771544715,198.200776809809,196.909708047678,199.491845571939,185.476375149262,210.925178470355
"3676","URIDINE DIPHOSPHATE GLUCOSE",605.007,216.5,0.1,520.911243902439,198.80410518981,197.495255675921,200.112954703698,186.077887129428,211.530323250191
"3677","URIDINE DIPHOSPHATE GLUCOSE",605.0069,216.4,0.1,523.691716260163,199.407779329953,198.080363225313,200.735195434593,186.679638358655,212.135920301251
"3678","URIDINE DIPHOSPHATE GLUCOSE",605.0069,216.4,0.1,526.472188617886,200.011589572611,198.66485865406,201.358320491163,187.281419768663,212.741759376559
"3679","URIDINE DIPHOSPHATE GLUCOSE",587.0294,215.6,0.1,529.25266097561,200.615326071013,199.248570250453,201.982081891573,187.883022251853,213.347629890174
"3680","URIDINE DIPHOSPHATE GLUCOSE",587.0294,215.6,0.1,532.033133333333,201.218779080879,199.831326679552,202.606231482206,188.484236951838,213.95332120992
"3681","URIDINE DIPHOSPHATE GLUCOSE",587.0295,215.6,0,534.813605691057,201.821739251752,200.412957054446,203.230521449058,189.084855553224,214.55862295028
"3682","URIDINE DIPHOSPHATE GLUCOSE",587.0295,215.6,0,537.59407804878,202.423997917169,200.99329103123,203.854704803108,189.684670569784,215.163325264555
"3683","URIDINE DIPHOSPHATE GLUCOSE",589.0423,210.5,0,540.374550406504,203.025347382815,201.57215892624,204.478535839391,190.283475630176,215.767219135454
"3684","URIDINE DIPHOSPHATE GLUCOSE",589.0423,210.5,0,543.155022764228,203.625581211818,202.14939185361,205.101770570026,190.881065760391,216.370096663245
"3685","URIDINE DIPHOSPHATE GLUCOSE",589.0422,210.4,0.1,545.935495121951,204.224494506359,202.724821880922,205.724167131796,191.477237662086,216.971751350632
"3686","URIDINE DIPHOSPHATE GLUCOSE",589.0422,210.4,0.1,548.715967479675,204.821884184781,203.298282200468,206.345486169093,192.071789986032,217.57197838353
"3687","URIDINE DIPHOSPHATE GLUCOSE",565.0501,207.5,0,551.496439837398,205.417549253413,203.869607313585,206.965491193242,192.664523599889,218.170574906938
"3688","URIDINE DIPHOSPHATE GLUCOSE",565.0501,207.5,0,554.276912195122,206.011291072351,204.438633225448,207.583948919254,193.255241849579,218.767340295124
"3689","URIDINE DIPHOSPHATE GLUCOSE",565.0496,207.4,0.1,557.057384552846,206.60291361445,205.005197647803,208.200629581097,193.843750813527,219.362076415373
"3690","URIDINE DIPHOSPHATE GLUCOSE",565.0496,207.4,0.1,559.837856910569,207.192223716848,205.569140207168,208.815307226528,194.429859549118,219.954587884578
"3691","URIDINE DIPHOSPHATE GLUCURONIC ACID",618.9852,218.6,0.1,562.618329268293,207.779031324345,206.130302656202,209.427759992488,195.013380330701,220.544682317989
"3692","URIDINE DIPHOSPHATE GLUCURONIC ACID",579.0291,211.9,0.1,565.398801626016,208.363149724022,206.68852908606,210.037770361984,195.594128878575,221.132170569469
